,Pivot Field Names-alias,YEAR(Year_raw)-value,YEAR(Year_raw)-alias,SUM(Pivot Field Values)-value,SUM(Pivot Field Values)-alias
52,Transparency,2021-01-01 00:00:00,2021,0.1407766990291262,0.1407766990291262
53,Transparency,2022-01-01 00:00:00,2022,0.15566037735849056,0.15566037735849056
54,Technology,1995-01-01 00:00:00,1995,0.011235955056179773,0.011235955056179773
55,Technology,1996-01-01 00:00:00,1996,0.021505376344086023,0.021505376344086023
56,Technology,1997-01-01 00:00:00,1997,0.04678362573099415,0.04678362573099415
57,Technology,1998-01-01 00:00:00,1998,0.022727272727272728,0.022727272727272728
58,Technology,1999-01-01 00:00:00,1999,0.025477707006369428,0.025477707006369428
59,Technology,2000-01-01 00:00:00,2000,0.03355704697986577,0.03355704697986577
60,Technology,2001-01-01 00:00:00,2001,0.024844720496894408,0.024844720496894408
61,Technology,2002-01-01 00:00:00,2002,0.02112676056338028,0.02112676056338028
62,Technology,2003-01-01 00:00:00,2003,0.02112676056338028,0.02112676056338028
63,Technology,2004-01-01 00:00:00,2004,0.02097902097902098,0.02097902097902098
64,Technology,2005-01-01 00:00:00,2005,0.03076923076923077,0.03076923076923077
65,Technology,2006-01-01 00:00:00,2006,0.016666666666666666,0.016666666666666666
66,Technology,2007-01-01 00:00:00,2007,0.01886792452830189,0.01886792452830189
67,Technology,2008-01-01 00:00:00,2008,0.031746031746031744,0.031746031746031744
68,Technology,2009-01-01 00:00:00,2009,0.042801556420233464,0.042801556420233464
69,Technology,2010-01-01 00:00:00,2010,0.01646090534979424,0.01646090534979424
70,Technology,2011-01-01 00:00:00,2011,0.030864197530864196,0.030864197530864196
71,Technology,2012-01-01 00:00:00,2012,0.058355437665782495,0.058355437665782495
72,Technology,2013-01-01 00:00:00,2013,0.03745318352059926,0.03745318352059926
73,Technology,2014-01-01 00:00:00,2014,0.03345724907063197,0.03345724907063197
74,Technology,2015-01-01 00:00:00,2015,0.0234375,0.0234375
75,Technology,2016-01-01 00:00:00,2016,0.03474903474903475,0.03474903474903475
76,Technology,2017-01-01 00:00:00,2017,0.03461538461538462,0.03461538461538462
77,Technology,2018-01-01 00:00:00,2018,0.03515625,0.03515625
78,Technology,2019-01-01 00:00:00,2019,0.036,0.036
79,Technology,2021-01-01 00:00:00,2021,0.05825242718446602,0.05825242718446602
80,Technology,2022-01-01 00:00:00,2022,0.04245283018867924,0.04245283018867924
81,Social issue,1995-01-01 00:00:00,1995,0,0
82,Social issue,1996-01-01 00:00:00,1996,0,0
83,Social issue,1997-01-01 00:00:00,1997,0,0
84,Social issue,1998-01-01 00:00:00,1998,0,0
85,Social issue,1999-01-01 00:00:00,1999,0,0
86,Social issue,2000-01-01 00:00:00,2000,0,0
87,Social issue,2001-01-01 00:00:00,2001,0,0
88,Social issue,2002-01-01 00:00:00,2002,0,0
89,Social issue,2003-01-01 00:00:00,2003,0,0
90,Social issue,2004-01-01 00:00:00,2004,0,0
91,Social issue,2005-01-01 00:00:00,2005,0,0
92,Social issue,2006-01-01 00:00:00,2006,0,0
93,Social issue,2007-01-01 00:00:00,2007,0,0
94,Social issue,2008-01-01 00:00:00,2008,0,0
95,Social issue,2009-01-01 00:00:00,2009,0,0
96,Social issue,2010-01-01 00:00:00,2010,0,0
97,Social issue,2011-01-01 00:00:00,2011,0,0
98,Social issue,2012-01-01 00:00:00,2012,0,0
99,Social issue,2013-01-01 00:00:00,2013,0.0037453183520599247,0.0037453183520599247
100,Social issue,2014-01-01 00:00:00,2014,0.007434944237918216,0.007434944237918216
101,Social issue,2015-01-01 00:00:00,2015,0.01171875,0.01171875
102,Social issue,2016-01-01 00:00:00,2016,0.011583011583011582,0.011583011583011582
103,Social issue,2017-01-01 00:00:00,2017,0.01153846153846154,0.01153846153846154
104,Social issue,2018-01-01 00:00:00,2018,0.01953125,0.01953125
105,Social issue,2019-01-01 00:00:00,2019,0.016,0.016
106,Social issue,2021-01-01 00:00:00,2021,0.024271844660194174,0.024271844660194174
107,Social issue,2022-01-01 00:00:00,2022,0.014150943396226415,0.014150943396226415
108,Science-Policy Interface,1995-01-01 00:00:00,1995,0,0
109,Science-Policy Interface,1996-01-01 00:00:00,1996,0,0
110,Science-Policy Interface,1997-01-01 00:00:00,1997,0.005847953216374269,0.005847953216374269
111,Science-Policy Interface,1998-01-01 00:00:00,1998,0.022727272727272728,0.022727272727272728
112,Science-Policy Interface,1999-01-01 00:00:00,1999,0.03184713375796178,0.03184713375796178
113,Science-Policy Interface,2000-01-01 00:00:00,2000,0,0
114,Science-Policy Interface,2001-01-01 00:00:00,2001,0.012422360248447204,0.012422360248447204
115,Science-Policy Interface,2002-01-01 00:00:00,2002,0.02112676056338028,0.02112676056338028
116,Science-Policy Interface,2003-01-01 00:00:00,2003,0.035211267605633804,0.035211267605633804
117,Science-Policy Interface,2004-01-01 00:00:00,2004,0.013986013986013986,0.013986013986013986
118,Science-Policy Interface,2005-01-01 00:00:00,2005,0.03076923076923077,0.03076923076923077
119,Science-Policy Interface,2006-01-01 00:00:00,2006,0.016666666666666666,0.016666666666666666
120,Science-Policy Interface,2007-01-01 00:00:00,2007,0.02830188679245283,0.02830188679245283
121,Science-Policy Interface,2008-01-01 00:00:00,2008,0.011904761904761904,0.011904761904761904
122,Science-Policy Interface,2009-01-01 00:00:00,2009,0.011673151750972763,0.011673151750972763
123,Science-Policy Interface,2010-01-01 00:00:00,2010,0.00823045267489712,0.00823045267489712
124,Science-Policy Interface,2011-01-01 00:00:00,2011,0.006172839506172839,0.006172839506172839
125,Science-Policy Interface,2012-01-01 00:00:00,2012,0.005305039787798408,0.005305039787798408
126,Science-Policy Interface,2013-01-01 00:00:00,2013,0.007490636704119849,0.007490636704119849
127,Science-Policy Interface,2014-01-01 00:00:00,2014,0.011152416356877321,0.011152416356877321
128,Science-Policy Interface,2015-01-01 00:00:00,2015,0.0078125,0.0078125
129,Science-Policy Interface,2016-01-01 00:00:00,2016,0.015444015444015444,0.015444015444015444
130,Science-Policy Interface,2017-01-01 00:00:00,2017,0.01153846153846154,0.01153846153846154
131,Science-Policy Interface,2018-01-01 00:00:00,2018,0.0078125,0.0078125
132,Science-Policy Interface,2019-01-01 00:00:00,2019,0.008,0.008
133,Science-Policy Interface,2021-01-01 00:00:00,2021,0.014563106796116505,0.014563106796116505
134,Science-Policy Interface,2022-01-01 00:00:00,2022,0.009433962264150943,0.009433962264150943
135,Response Measures,1995-01-01 00:00:00,1995,0,0
136,Response Measures,1996-01-01 00:00:00,1996,0,0
137,Response Measures,1997-01-01 00:00:00,1997,0.005847953216374269,0.005847953216374269
138,Response Measures,1998-01-01 00:00:00,1998,0.015151515151515152,0.015151515151515152
139,Response Measures,1999-01-01 00:00:00,1999,0.03184713375796178,0.03184713375796178
140,Response Measures,2000-01-01 00:00:00,2000,0.08053691275167783,0.08053691275167783
141,Response Measures,2001-01-01 00:00:00,2001,0.018633540372670808,0.018633540372670808
142,Response Measures,2002-01-01 00:00:00,2002,0.04225352112676056,0.04225352112676056
143,Response Measures,2003-01-01 00:00:00,2003,0.04225352112676056,0.04225352112676056
144,Response Measures,2004-01-01 00:00:00,2004,0.04195804195804196,0.04195804195804196
145,Response Measures,2005-01-01 00:00:00,2005,0.03076923076923077,0.03076923076923077
146,Response Measures,2006-01-01 00:00:00,2006,0.044444444444444446,0.044444444444444446
147,Response Measures,2007-01-01 00:00:00,2007,0.04716981132075472,0.04716981132075472
148,Response Measures,2008-01-01 00:00:00,2008,0.04365079365079365,0.04365079365079365
149,Response Measures,2009-01-01 00:00:00,2009,0.04669260700389105,0.04669260700389105
150,Response Measures,2010-01-01 00:00:00,2010,0.037037037037037035,0.037037037037037035
151,Response Measures,2011-01-01 00:00:00,2011,0.046296296296296294,0.046296296296296294
152,Response Measures,2012-01-01 00:00:00,2012,0.04509283819628647,0.04509283819628647
153,Response Measures,2013-01-01 00:00:00,2013,0.04868913857677903,0.04868913857677903
154,Response Measures,2014-01-01 00:00:00,2014,0.044609665427509285,0.044609665427509285
155,Response Measures,2015-01-01 00:00:00,2015,0.05078125,0.05078125
156,Response Measures,2016-01-01 00:00:00,2016,0.06563706563706563,0.06563706563706563
157,Response Measures,2017-01-01 00:00:00,2017,0.06538461538461539,0.06538461538461539
158,Response Measures,2018-01-01 00:00:00,2018,0.06640625,0.06640625
159,Response Measures,2019-01-01 00:00:00,2019,0.04,0.04
160,Response Measures,2021-01-01 00:00:00,2021,0.01941747572815534,0.01941747572815534
161,Response Measures,2022-01-01 00:00:00,2022,0.02830188679245283,0.02830188679245283
162,Other,1995-01-01 00:00:00,1995,0,0
163,Other,1996-01-01 00:00:00,1996,0,0
164,Other,1997-01-01 00:00:00,1997,0.03508771929824561,0.03508771929824561
165,Other,1998-01-01 00:00:00,1998,0.007575757575757576,0.007575757575757576
166,Other,1999-01-01 00:00:00,1999,0.025477707006369428,0.025477707006369428
167,Other,2000-01-01 00:00:00,2000,0.02013422818791946,0.02013422818791946
168,Other,2001-01-01 00:00:00,2001,0.024844720496894408,0.024844720496894408
169,Other,2002-01-01 00:00:00,2002,0.02112676056338028,0.02112676056338028
170,Other,2003-01-01 00:00:00,2003,0.014084507042253521,0.014084507042253521
171,Other,2004-01-01 00:00:00,2004,0.04195804195804196,0.04195804195804196
172,Other,2005-01-01 00:00:00,2005,0.02307692307692308,0.02307692307692308
173,Other,2006-01-01 00:00:00,2006,0.022222222222222223,0.022222222222222223
174,Other,2007-01-01 00:00:00,2007,0.0047169811320754715,0.0047169811320754715
175,Other,2008-01-01 00:00:00,2008,0.015873015873015872,0.015873015873015872
176,Other,2009-01-01 00:00:00,2009,0.003891050583657588,0.003891050583657588
177,Other,2010-01-01 00:00:00,2010,0.01646090534979424,0.01646090534979424
178,Other,2011-01-01 00:00:00,2011,0.024691358024691357,0.024691358024691357
179,Other,2012-01-01 00:00:00,2012,0.021220159151193633,0.021220159151193633
180,Other,2013-01-01 00:00:00,2013,0.0299625468164794,0.0299625468164794
181,Other,2014-01-01 00:00:00,2014,0.03345724907063197,0.03345724907063197
182,Other,2015-01-01 00:00:00,2015,0.046875,0.046875
183,Other,2016-01-01 00:00:00,2016,0.007722007722007721,0.007722007722007721
184,Other,2017-01-01 00:00:00,2017,0.01153846153846154,0.01153846153846154
185,Other,2018-01-01 00:00:00,2018,0.015625,0.015625
186,Other,2019-01-01 00:00:00,2019,0.016,0.016
187,Other,2021-01-01 00:00:00,2021,0.009708737864077669,0.009708737864077669
188,Other,2022-01-01 00:00:00,2022,0.014150943396226415,0.014150943396226415
189,Mitigation,1995-01-01 00:00:00,1995,0.04494382022471909,0.04494382022471909
190,Mitigation,1996-01-01 00:00:00,1996,0.0967741935483871,0.0967741935483871
191,Mitigation,1997-01-01 00:00:00,1997,0.04678362573099415,0.04678362573099415
192,Mitigation,1998-01-01 00:00:00,1998,0.19696969696969696,0.19696969696969696
193,Mitigation,1999-01-01 00:00:00,1999,0.12101910828025478,0.12101910828025478
194,Mitigation,2000-01-01 00:00:00,2000,0.1610738255033557,0.1610738255033557
195,Mitigation,2001-01-01 00:00:00,2001,0.11180124223602483,0.11180124223602483
196,Mitigation,2002-01-01 00:00:00,2002,0.1056338028169014,0.1056338028169014
197,Mitigation,2003-01-01 00:00:00,2003,0.11267605633802819,0.11267605633802819
198,Mitigation,2004-01-01 00:00:00,2004,0.1258741258741259,0.1258741258741259
199,Mitigation,2005-01-01 00:00:00,2005,0.07692307692307693,0.07692307692307693
200,Mitigation,2006-01-01 00:00:00,2006,0.06666666666666667,0.06666666666666667
201,Mitigation,2007-01-01 00:00:00,2007,0.1179245283018868,0.1179245283018868
202,Mitigation,2008-01-01 00:00:00,2008,0.14285714285714285,0.14285714285714285
203,Mitigation,2009-01-01 00:00:00,2009,0.11284046692607004,0.11284046692607004
204,Mitigation,2010-01-01 00:00:00,2010,0.06995884773662552,0.06995884773662552
205,Mitigation,2011-01-01 00:00:00,2011,0.09567901234567901,0.09567901234567901
206,Mitigation,2012-01-01 00:00:00,2012,0.10610079575596817,0.10610079575596817
207,Mitigation,2013-01-01 00:00:00,2013,0.13857677902621723,0.13857677902621723
208,Mitigation,2014-01-01 00:00:00,2014,0.11524163568773234,0.11524163568773234
209,Mitigation,2015-01-01 00:00:00,2015,0.09765625,0.09765625
210,Mitigation,2016-01-01 00:00:00,2016,0.08494208494208494,0.08494208494208494
211,Mitigation,2017-01-01 00:00:00,2017,0.09230769230769233,0.09230769230769233
212,Mitigation,2018-01-01 00:00:00,2018,0.1015625,0.1015625
213,Mitigation,2019-01-01 00:00:00,2019,0.072,0.072
214,Mitigation,2021-01-01 00:00:00,2021,0.09223300970873788,0.09223300970873788
215,Mitigation,2022-01-01 00:00:00,2022,0.09905660377358491,0.09905660377358491
216,Markets,1995-01-01 00:00:00,1995,0.033707865168539325,0.033707865168539325
217,Markets,1996-01-01 00:00:00,1996,0.010752688172043012,0.010752688172043012
218,Markets,1997-01-01 00:00:00,1997,0.011695906432748537,0.011695906432748537
219,Markets,1998-01-01 00:00:00,1998,0.11363636363636365,0.11363636363636365
220,Markets,1999-01-01 00:00:00,1999,0.03821656050955414,0.03821656050955414
221,Markets,2000-01-01 00:00:00,2000,0.053691275167785234,0.053691275167785234
222,Markets,2001-01-01 00:00:00,2001,0.006211180124223602,0.006211180124223602
223,Markets,2002-01-01 00:00:00,2002,0.02112676056338028,0.02112676056338028
224,Markets,2003-01-01 00:00:00,2003,0.035211267605633804,0.035211267605633804
225,Markets,2004-01-01 00:00:00,2004,0.03496503496503497,0.03496503496503497
226,Markets,2005-01-01 00:00:00,2005,0.03076923076923077,0.03076923076923077
227,Markets,2006-01-01 00:00:00,2006,0.022222222222222223,0.022222222222222223
228,Markets,2007-01-01 00:00:00,2007,0.04716981132075472,0.04716981132075472
229,Markets,2008-01-01 00:00:00,2008,0.015873015873015872,0.015873015873015872
230,Markets,2009-01-01 00:00:00,2009,0.023346303501945526,0.023346303501945526
231,Markets,2010-01-01 00:00:00,2010,0.037037037037037035,0.037037037037037035
232,Markets,2011-01-01 00:00:00,2011,0.05864197530864198,0.05864197530864198
233,Markets,2012-01-01 00:00:00,2012,0.03713527851458886,0.03713527851458886
234,Markets,2013-01-01 00:00:00,2013,0.09363295880149813,0.09363295880149813
235,Markets,2014-01-01 00:00:00,2014,0.08550185873605948,0.08550185873605948
236,Markets,2015-01-01 00:00:00,2015,0.078125,0.078125
237,Markets,2016-01-01 00:00:00,2016,0.06177606177606178,0.06177606177606178
238,Markets,2017-01-01 00:00:00,2017,0.038461538461538464,0.038461538461538464
239,Markets,2018-01-01 00:00:00,2018,0.03515625,0.03515625
240,Markets,2019-01-01 00:00:00,2019,0.052,0.052
241,Markets,2021-01-01 00:00:00,2021,0.05339805825242718,0.05339805825242718
242,Markets,2022-01-01 00:00:00,2022,0.05188679245283019,0.05188679245283019
243,Loss and Damage,1995-01-01 00:00:00,1995,0,0
244,Loss and Damage,1996-01-01 00:00:00,1996,0,0
245,Loss and Damage,1997-01-01 00:00:00,1997,0,0
246,Loss and Damage,1998-01-01 00:00:00,1998,0,0
247,Loss and Damage,1999-01-01 00:00:00,1999,0,0
248,Loss and Damage,2000-01-01 00:00:00,2000,0,0
249,Loss and Damage,2001-01-01 00:00:00,2001,0,0
250,Loss and Damage,2002-01-01 00:00:00,2002,0,0
251,Loss and Damage,2003-01-01 00:00:00,2003,0,0
252,Loss and Damage,2004-01-01 00:00:00,2004,0,0
253,Loss and Damage,2005-01-01 00:00:00,2005,0,0
254,Loss and Damage,2006-01-01 00:00:00,2006,0,0
255,Loss and Damage,2007-01-01 00:00:00,2007,0,0
256,Loss and Damage,2008-01-01 00:00:00,2008,0,0
257,Loss and Damage,2009-01-01 00:00:00,2009,0,0
258,Loss and Damage,2010-01-01 00:00:00,2010,0,0
259,Loss and Damage,2011-01-01 00:00:00,2011,0.006172839506172839,0.006172839506172839
260,Loss and Damage,2012-01-01 00:00:00,2012,0.005305039787798408,0.005305039787798408
261,Loss and Damage,2013-01-01 00:00:00,2013,0.007490636704119849,0.007490636704119849
262,Loss and Damage,2014-01-01 00:00:00,2014,0.01858736059479554,0.01858736059479554
263,Loss and Damage,2015-01-01 00:00:00,2015,0.01171875,0.01171875
264,Loss and Damage,2016-01-01 00:00:00,2016,0.011583011583011582,0.011583011583011582
265,Loss and Damage,2017-01-01 00:00:00,2017,0.01153846153846154,0.01153846153846154
266,Loss and Damage,2018-01-01 00:00:00,2018,0.0078125,0.0078125
267,Loss and Damage,2019-01-01 00:00:00,2019,0.024,0.024
268,Loss and Damage,2021-01-01 00:00:00,2021,0.03398058252427184,0.03398058252427184
269,Loss and Damage,2022-01-01 00:00:00,2022,0.03773584905660378,0.03773584905660378
270,Goal setting,1995-01-01 00:00:00,1995,0.011235955056179773,0.011235955056179773
271,Goal setting,1996-01-01 00:00:00,1996,0,0
272,Goal setting,1997-01-01 00:00:00,1997,0,0
273,Goal setting,1998-01-01 00:00:00,1998,0,0
274,Goal setting,1999-01-01 00:00:00,1999,0,0
275,Goal setting,2000-01-01 00:00:00,2000,0,0
276,Goal setting,2001-01-01 00:00:00,2001,0,0
277,Goal setting,2002-01-01 00:00:00,2002,0,0
278,Goal setting,2003-01-01 00:00:00,2003,0,0
279,Goal setting,2004-01-01 00:00:00,2004,0,0
280,Goal setting,2005-01-01 00:00:00,2005,0,0
281,Goal setting,2006-01-01 00:00:00,2006,0,0
282,Goal setting,2007-01-01 00:00:00,2007,0,0
283,Goal setting,2008-01-01 00:00:00,2008,0.011904761904761904,0.011904761904761904
284,Goal setting,2009-01-01 00:00:00,2009,0.01945525291828794,0.01945525291828794
285,Goal setting,2010-01-01 00:00:00,2010,0,0
286,Goal setting,2011-01-01 00:00:00,2011,0.018518518518518517,0.018518518518518517
287,Goal setting,2012-01-01 00:00:00,2012,0.010610079575596816,0.010610079575596816
288,Goal setting,2013-01-01 00:00:00,2013,0.01872659176029963,0.01872659176029963
289,Goal setting,2014-01-01 00:00:00,2014,0.01858736059479554,0.01858736059479554
290,Goal setting,2015-01-01 00:00:00,2015,0.01953125,0.01953125
291,Goal setting,2016-01-01 00:00:00,2016,0.019305019305019305,0.019305019305019305
292,Goal setting,2017-01-01 00:00:00,2017,0.019230769230769232,0.019230769230769232
293,Goal setting,2018-01-01 00:00:00,2018,0.0234375,0.0234375
294,Goal setting,2019-01-01 00:00:00,2019,0.012,0.012
295,Goal setting,2021-01-01 00:00:00,2021,0.009708737864077669,0.009708737864077669
296,Goal setting,2022-01-01 00:00:00,2022,0.03773584905660378,0.03773584905660378
297,Forests,1995-01-01 00:00:00,1995,0,0
298,Forests,1996-01-01 00:00:00,1996,0,0
299,Forests,1997-01-01 00:00:00,1997,0,0
300,Forests,1998-01-01 00:00:00,1998,0.022727272727272728,0.022727272727272728
301,Forests,1999-01-01 00:00:00,1999,0.01910828025477707,0.01910828025477707
302,Forests,2000-01-01 00:00:00,2000,0.026845637583892617,0.026845637583892617
303,Forests,2001-01-01 00:00:00,2001,0.031055900621118012,0.031055900621118012
304,Forests,2002-01-01 00:00:00,2002,0.028169014084507043,0.028169014084507043
305,Forests,2003-01-01 00:00:00,2003,0.056338028169014086,0.056338028169014086
306,Forests,2004-01-01 00:00:00,2004,0.04195804195804196,0.04195804195804196
307,Forests,2005-01-01 00:00:00,2005,0.015384615384615385,0.015384615384615385
308,Forests,2006-01-01 00:00:00,2006,0.022222222222222223,0.022222222222222223
309,Forests,2007-01-01 00:00:00,2007,0.02358490566037736,0.02358490566037736
310,Forests,2008-01-01 00:00:00,2008,0.027777777777777776,0.027777777777777776
311,Forests,2009-01-01 00:00:00,2009,0.011673151750972763,0.011673151750972763
312,Forests,2010-01-01 00:00:00,2010,0.00411522633744856,0.00411522633744856
313,Forests,2011-01-01 00:00:00,2011,0.015432098765432098,0.015432098765432098
314,Forests,2012-01-01 00:00:00,2012,0.029177718832891247,0.029177718832891247
315,Forests,2013-01-01 00:00:00,2013,0.04119850187265917,0.04119850187265917
316,Forests,2014-01-01 00:00:00,2014,0.02973977695167286,0.02973977695167286
317,Forests,2015-01-01 00:00:00,2015,0.01953125,0.01953125
318,Forests,2016-01-01 00:00:00,2016,0.011583011583011582,0.011583011583011582
319,Forests,2017-01-01 00:00:00,2017,0.01153846153846154,0.01153846153846154
320,Forests,2018-01-01 00:00:00,2018,0.01171875,0.01171875
321,Forests,2019-01-01 00:00:00,2019,0.008,0.008
322,Forests,2021-01-01 00:00:00,2021,0.009708737864077669,0.009708737864077669
323,Forests,2022-01-01 00:00:00,2022,0,0
324,Finance,1995-01-01 00:00:00,1995,0.07865168539325844,0.07865168539325844
325,Finance,1996-01-01 00:00:00,1996,0.053763440860215055,0.053763440860215055
326,Finance,1997-01-01 00:00:00,1997,0.04093567251461988,0.04093567251461988
327,Finance,1998-01-01 00:00:00,1998,0.030303030303030304,0.030303030303030304
328,Finance,1999-01-01 00:00:00,1999,0.03184713375796178,0.03184713375796178
329,Finance,2000-01-01 00:00:00,2000,0.053691275167785234,0.053691275167785234
330,Finance,2001-01-01 00:00:00,2001,0.043478260869565216,0.043478260869565216
331,Finance,2002-01-01 00:00:00,2002,0.07746478873239437,0.07746478873239437
332,Finance,2003-01-01 00:00:00,2003,0.06338028169014084,0.06338028169014084
333,Finance,2004-01-01 00:00:00,2004,0.055944055944055944,0.055944055944055944
334,Finance,2005-01-01 00:00:00,2005,0.07692307692307693,0.07692307692307693
335,Finance,2006-01-01 00:00:00,2006,0.06666666666666667,0.06666666666666667
336,Finance,2007-01-01 00:00:00,2007,0.04245283018867924,0.04245283018867924
337,Finance,2008-01-01 00:00:00,2008,0.04365079365079365,0.04365079365079365
338,Finance,2009-01-01 00:00:00,2009,0.0622568093385214,0.0622568093385214
339,Finance,2010-01-01 00:00:00,2010,0.06584362139917696,0.06584362139917696
340,Finance,2011-01-01 00:00:00,2011,0.046296296296296294,0.046296296296296294
341,Finance,2012-01-01 00:00:00,2012,0.08753315649867374,0.08753315649867374
342,Finance,2013-01-01 00:00:00,2013,0.052434456928838954,0.052434456928838954
343,Finance,2014-01-01 00:00:00,2014,0.04832713754646841,0.04832713754646841
344,Finance,2015-01-01 00:00:00,2015,0.03125,0.03125
345,Finance,2016-01-01 00:00:00,2016,0.04247104247104247,0.04247104247104247
346,Finance,2017-01-01 00:00:00,2017,0.04615384615384616,0.04615384615384616
347,Finance,2018-01-01 00:00:00,2018,0.02734375,0.02734375
348,Finance,2019-01-01 00:00:00,2019,0.056,0.056
349,Finance,2021-01-01 00:00:00,2021,0.05825242718446602,0.05825242718446602
350,Finance,2022-01-01 00:00:00,2022,0.04716981132075472,0.04716981132075472
351,Education & outreach,1995-01-01 00:00:00,1995,0,0
352,Education & outreach,1996-01-01 00:00:00,1996,0,0
353,Education & outreach,1997-01-01 00:00:00,1997,0,0
354,Education & outreach,1998-01-01 00:00:00,1998,0.007575757575757576,0.007575757575757576
355,Education & outreach,1999-01-01 00:00:00,1999,0.006369426751592357,0.006369426751592357
356,Education & outreach,2000-01-01 00:00:00,2000,0,0
357,Education & outreach,2001-01-01 00:00:00,2001,0.012422360248447204,0.012422360248447204
358,Education & outreach,2002-01-01 00:00:00,2002,0.014084507042253521,0.014084507042253521
359,Education & outreach,2003-01-01 00:00:00,2003,0.014084507042253521,0.014084507042253521
360,Education & outreach,2004-01-01 00:00:00,2004,0.02097902097902098,0.02097902097902098
361,Education & outreach,2005-01-01 00:00:00,2005,0.007692307692307693,0.007692307692307693
